reading_id,timestamp,equipment_id,bench_id,x_coord,y_coord,sensor_cu_grade,tonnage
2615,2025-02-09 22:57:00,SHOVEL-01,BENCH-105,1340.28,5261.22,1.0767,133.3
2616,2025-03-26 01:07:00,SHOVEL-01,BENCH-110,1134.77,5599.11,1.3424,110.7
2617,2025-03-29 15:23:00,SHOVEL-01,BENCH-110,1928.75,5889.15,0.5654,87.56
2618,2025-01-15 02:30:00,SHOVEL-01,BENCH-105,1682.77,5061.87,1.0924,221.53
2619,2025-03-10 17:51:00,SHOVEL-02,BENCH-100,1421.25,5248.55,0.5968,245.9
2620,2025-03-24 04:06:00,SHOVEL-03,BENCH-110,1259.91,5372.39,0.962,89.49
2621,2025-03-04 00:03:00,SHOVEL-01,BENCH-110,1656.06,5572.4,0.7571,217.19
2622,2025-02-08 16:37:00,SHOVEL-02,BENCH-100,1046.96,5920.51,1.0901,249.77
2623,2025-03-29 08:50:00,SHOVEL-03,BENCH-110,1613.39,5431.34,1.0919,149.78
2624,2025-02-11 13:16:00,SHOVEL-01,BENCH-100,1820.19,5931.39,0.5753,133.51
2625,2025-02-16 15:48:00,SHOVEL-02,BENCH-105,1537.52,5029.18,1.0888,156.61
2626,2025-02-09 10:14:00,SHOVEL-01,BENCH-110,1805.26,5028.89,0.5655,102.25
2627,2025-02-17 08:51:00,SHOVEL-02,BENCH-105,1783.28,5854.29,0.6147,111.34
2628,2025-02-23 10:44:00,SHOVEL-02,BENCH-100,1108.4,5632.62,0.5549,182.62
2629,2025-02-14 07:59:00,SHOVEL-01,BENCH-100,1694.79,5675.27,0.6878,107.24
2630,2025-01-24 03:11:00,SHOVEL-01,BENCH-105,1181.04,5762.04,0.6051,156.83
2631,2025-03-03 22:42:00,SHOVEL-02,BENCH-105,1401.24,5763.81,1.1008,184.26
2632,2025-02-19 00:06:00,SHOVEL-01,BENCH-100,1280.93,5983.49,0.9515,95.69
2633,2025-03-06 08:34:00,SHOVEL-03,BENCH-110,1388.24,5059.97,1.0823,209.28
2634,2025-03-10 00:06:00,SHOVEL-02,BENCH-110,1516.27,5396.08,1.0792,200.86
2635,2025-03-13 04:12:00,SHOVEL-01,BENCH-100,1577.84,5882.48,0.574,140.92
2636,2025-01-02 08:28:00,SHOVEL-01,BENCH-110,1408.55,5263.12,1.3797,107.9
2637,2025-02-24 02:09:00,SHOVEL-03,BENCH-100,1919.52,5053.47,0.606,169.89
2638,2025-01-30 23:48:00,SHOVEL-02,BENCH-105,1227.98,5345.72,0.8102,180.09
2639,2025-02-19 17:03:00,SHOVEL-02,BENCH-110,1350.35,5819.0,0.3814,108.7
2640,2025-02-03 16:11:00,SHOVEL-02,BENCH-100,1123.41,5557.49,0.6623,207.7
2641,2025-03-06 10:56:00,SHOVEL-02,BENCH-105,1796.92,5979.95,0.7425,125.62
2642,2025-01-05 21:27:00,SHOVEL-02,BENCH-105,1652.82,5285.21,1.1547,159.43
2643,2025-01-19 06:54:00,SHOVEL-01,BENCH-100,1139.94,5193.55,1.288,238.89
2644,2025-02-27 09:49:00,SHOVEL-03,BENCH-110,1765.35,5730.97,0.6548,163.51
2645,2025-03-21 23:52:00,SHOVEL-01,BENCH-105,1438.39,5773.55,0.7715,209.91
2646,2025-02-01 21:18:00,SHOVEL-03,BENCH-110,1678.52,5166.36,1.28,108.85
2647,2025-01-25 17:34:00,SHOVEL-02,BENCH-110,1169.72,5072.78,0.4025,160.7
2648,2025-01-02 20:34:00,SHOVEL-01,BENCH-100,1606.74,5387.02,1.1672,121.98
2649,2025-01-06 08:21:00,SHOVEL-03,BENCH-110,1194.36,5386.61,0.9306,249.04
2650,2025-01-30 10:46:00,SHOVEL-03,BENCH-110,1829.74,5266.77,1.0464,231.95
2651,2025-02-12 07:56:00,SHOVEL-02,BENCH-100,1035.76,5920.83,0.7728,199.0
2652,2025-03-23 23:06:00,SHOVEL-03,BENCH-100,1715.16,5396.34,1.1088,160.61
2653,2025-02-06 16:57:00,SHOVEL-01,BENCH-105,1345.34,5172.25,0.8722,123.2
2654,2025-03-27 11:16:00,SHOVEL-02,BENCH-105,1053.49,5531.74,0.7496,219.31
2655,2025-02-16 22:04:00,SHOVEL-02,BENCH-110,1619.54,5450.34,0.582,213.33
2656,2025-01-14 00:41:00,SHOVEL-03,BENCH-110,1755.65,5800.45,0.8806,193.82
2657,2025-01-31 20:38:00,SHOVEL-01,BENCH-100,1536.63,5960.34,6.638,167.12
2658,2025-02-02 17:47:00,SHOVEL-02,BENCH-110,1567.9,5425.58,0.665,179.68
2659,2025-03-07 04:56:00,SHOVEL-03,BENCH-110,1060.92,5993.21,0.4548,133.47
2660,2025-03-16 22:08:00,SHOVEL-02,BENCH-100,1274.24,5449.41,0.8448,103.38
2661,2025-02-18 07:02:00,SHOVEL-01,BENCH-110,1986.5,5540.45,0.8099,243.8
2662,2025-04-01 08:11:00,SHOVEL-02,BENCH-100,1904.56,5831.64,1.1379,190.28
2663,2025-03-17 14:10:00,SHOVEL-03,BENCH-100,1238.27,5792.35,0.8989,105.66
2664,2025-01-15 20:42:00,SHOVEL-03,BENCH-105,1030.08,5919.95,0.738,106.71
2665,2025-03-14 06:11:00,SHOVEL-03,BENCH-110,1924.15,5711.69,0.8291,174.7
2666,2025-01-28 05:09:00,SHOVEL-01,BENCH-100,1816.21,5014.9,0.6949,119.1
2667,2025-01-01 00:04:00,SHOVEL-03,BENCH-110,1385.94,5433.97,1.0095,99.48
2668,2025-01-04 16:53:00,SHOVEL-03,BENCH-110,1671.47,5558.11,0.6172,216.35
2669,2025-03-03 22:24:00,SHOVEL-01,BENCH-100,1547.74,5817.83,0.6577,112.19
2670,2025-02-19 02:18:00,SHOVEL-01,BENCH-110,1235.23,5553.03,0.8249,237.85
2671,2025-03-25 07:41:00,SHOVEL-01,BENCH-110,1510.33,5047.36,0.6208,162.04
2672,2025-02-23 17:41:00,SHOVEL-01,BENCH-100,1314.86,5408.67,0.3796,247.02
2673,2025-02-10 21:50:00,SHOVEL-01,BENCH-100,1003.65,5733.34,0.9016,249.08
2674,2025-02-28 12:58:00,SHOVEL-01,BENCH-100,1370.06,5815.58,0.6052,240.39
2675,2025-03-17 12:28:00,SHOVEL-01,BENCH-105,1019.55,5689.03,0.353,154.1
2676,2025-03-27 12:27:00,SHOVEL-02,BENCH-100,1073.83,5904.99,1.0335,146.81
2677,2025-02-17 09:55:00,SHOVEL-01,BENCH-110,1090.3,5840.72,0.9849,248.83
2678,2025-01-29 09:00:00,SHOVEL-02,BENCH-110,1323.93,5398.82,0.7867,219.05
2679,2025-03-17 08:49:00,SHOVEL-03,BENCH-105,1041.96,5615.18,0.3696,142.44
2680,2025-03-13 06:27:00,SHOVEL-02,BENCH-110,1202.3,5553.96,0.3763,144.25
2681,2025-03-14 18:39:00,SHOVEL-02,BENCH-100,1388.41,5459.11,0.8476,82.62
2682,2025-01-30 17:27:00,SHOVEL-03,BENCH-110,1520.04,5635.28,0.7913,100.11
2683,2025-03-09 21:42:00,SHOVEL-03,BENCH-105,1781.59,5072.65,0.6826,85.21
2684,2025-03-17 13:11:00,SHOVEL-02,BENCH-105,1843.89,5569.35,1.1665,232.45
2685,2025-01-03 22:38:00,SHOVEL-01,BENCH-100,1022.28,5086.98,0.8549,153.37
2686,2025-03-31 11:29:00,SHOVEL-03,BENCH-110,1577.31,5831.04,0.4494,111.75
2687,2025-01-02 09:05:00,SHOVEL-03,BENCH-100,1761.05,5980.4,0.5705,177.18
2688,2025-01-18 02:50:00,SHOVEL-02,BENCH-105,1335.61,5314.35,1.0171,242.75
2689,2025-02-28 15:29:00,SHOVEL-02,BENCH-110,1090.21,5747.95,1.313,163.01
2690,2025-02-19 19:11:00,SHOVEL-01,BENCH-100,1541.81,5797.23,0.9576,189.65
2691,2025-01-19 08:05:00,SHOVEL-03,BENCH-110,1592.22,5939.97,0.6538,154.08
2692,2025-01-23 05:09:00,SHOVEL-03,BENCH-105,1334.27,5587.63,0.7576,156.38
2693,2025-04-01 08:46:00,SHOVEL-03,BENCH-105,1266.4,5131.89,1.0624,219.96
2694,2025-02-14 21:18:00,SHOVEL-02,BENCH-105,1833.44,5045.37,1.0668,153.97
2695,2025-03-06 04:00:00,SHOVEL-03,BENCH-100,1126.33,5869.64,0.3431,164.48
2696,2025-01-01 22:36:00,SHOVEL-01,BENCH-110,1049.78,5632.12,0.6881,117.32
2697,2025-04-01 10:26:00,SHOVEL-02,BENCH-100,1459.36,5211.27,0.8877,103.12
2698,2025-03-02 05:32:00,SHOVEL-01,BENCH-110,1611.03,5887.42,0.5615,230.53
2699,2025-02-05 00:03:00,SHOVEL-01,BENCH-105,1520.17,5945.32,0.9686,218.86
2700,2025-01-24 05:44:00,SHOVEL-02,BENCH-110,1452.62,5090.09,0.4017,248.93
2701,2025-01-10 12:59:00,SHOVEL-03,BENCH-105,1006.25,5065.91,0.5213,213.67
2702,2025-03-13 20:44:00,SHOVEL-01,BENCH-100,1116.17,5371.8,0.9909,
2703,2025-01-23 14:56:00,SHOVEL-01,BENCH-110,1086.17,5185.93,0.6376,93.75
2704,2025-01-06 23:23:00,SHOVEL-01,BENCH-105,1053.24,5569.51,0.5591,113.93
2705,2025-01-05 14:04:00,SHOVEL-02,BENCH-110,1313.91,5014.71,0.8882,242.69
2706,2025-02-02 22:53:00,SHOVEL-03,BENCH-100,1877.26,5574.0,0.6765,133.08
2707,2025-02-11 22:18:00,SHOVEL-01,BENCH-110,1140.85,5567.49,0.729,159.62
2708,2025-03-17 17:36:00,SHOVEL-01,BENCH-105,1344.61,5595.18,0.7242,127.43
2709,2025-03-02 03:26:00,SHOVEL-03,BENCH-100,1959.34,5793.03,0.5963,167.49
2710,2025-01-19 15:12:00,SHOVEL-02,BENCH-110,1082.64,5901.7,0.6131,203.31
2711,2025-01-10 01:16:00,SHOVEL-02,BENCH-100,1153.73,5774.68,0.7632,192.88
2712,2025-02-21 07:43:00,SHOVEL-01,BENCH-100,1468.27,5296.77,1.0742,245.04
2713,2025-02-16 14:16:00,SHOVEL-03,BENCH-100,1337.4,5918.4,0.8581,151.52
2714,2025-01-08 12:55:00,SHOVEL-02,BENCH-110,1435.42,5745.33,1.0894,156.13
2715,2025-03-17 17:14:00,SHOVEL-03,BENCH-105,1891.0,5930.95,0.5153,165.57
2716,2025-03-12 09:11:00,SHOVEL-02,BENCH-100,1382.63,5981.4,0.6291,234.32
2717,2025-02-08 12:58:00,SHOVEL-01,BENCH-110,1047.43,5333.99,0.8492,155.74
2718,2025-02-26 08:45:00,SHOVEL-01,BENCH-105,1360.11,5619.87,0.9729,139.91
2719,2025-02-16 12:10:00,SHOVEL-01,BENCH-110,1182.77,5824.65,0.9305,180.99
2720,2025-03-11 10:57:00,SHOVEL-02,BENCH-100,1042.51,5628.94,0.9307,132.61
2721,2025-01-04 21:38:00,SHOVEL-01,BENCH-100,1099.73,5083.33,0.6489,97.02
2722,2025-03-06 12:06:00,SHOVEL-03,BENCH-110,1019.1,5328.53,0.5941,
2723,2025-02-26 21:24:00,SHOVEL-01,BENCH-110,1702.7,5168.19,1.0212,84.04
2724,2025-03-21 11:58:00,SHOVEL-01,BENCH-105,1817.57,5932.17,0.654,198.77
2725,2025-01-11 21:11:00,SHOVEL-01,BENCH-100,1666.86,5182.24,0.8174,233.19
2726,2025-03-14 11:55:00,SHOVEL-01,BENCH-100,1157.91,5417.68,0.7484,218.12
2727,2025-01-07 02:20:00,SHOVEL-01,BENCH-105,1214.6,5719.47,1.1875,111.13
2728,2025-02-14 20:43:00,SHOVEL-03,BENCH-110,1259.63,5633.72,1.206,185.0
2729,2025-01-05 14:18:00,SHOVEL-01,BENCH-105,1099.89,5442.94,0.6706,112.51
2730,2025-01-17 14:38:00,SHOVEL-03,BENCH-100,1930.75,5708.3,0.5746,180.28
2731,2025-02-16 20:01:00,SHOVEL-01,BENCH-110,1751.0,5065.76,0.8936,81.65
2732,2025-02-20 09:43:00,SHOVEL-03,BENCH-100,1969.83,5772.86,1.0627,82.07
2733,2025-03-30 18:07:00,SHOVEL-01,BENCH-105,1348.21,5937.69,0.3565,229.31
2734,2025-02-24 01:32:00,SHOVEL-03,BENCH-110,1972.3,5284.21,0.9433,92.24
2735,2025-02-08 20:39:00,SHOVEL-01,BENCH-100,1990.49,5336.81,0.7783,184.61
2736,2025-01-23 17:22:00,SHOVEL-02,BENCH-100,1909.3,5686.02,1.2594,
2737,2025-01-06 11:24:00,SHOVEL-01,BENCH-100,1059.32,5963.75,0.7166,176.8
2738,2025-03-15 00:41:00,SHOVEL-01,BENCH-105,1571.19,5942.9,0.9385,234.5
2739,2025-03-12 01:04:00,SHOVEL-03,BENCH-105,1717.13,5477.5,0.8026,87.5
2740,2025-03-31 07:30:00,SHOVEL-03,BENCH-105,1694.39,5125.31,0.8173,231.26
2741,2025-01-28 21:12:00,SHOVEL-03,BENCH-105,1306.76,5698.89,1.376,247.71
2742,2025-01-29 00:00:00,SHOVEL-02,BENCH-105,1458.48,5758.76,0.8736,223.91
2743,2025-02-12 10:00:00,SHOVEL-01,BENCH-100,1632.88,5828.44,0.3135,92.39
2744,2025-01-28 12:20:00,SHOVEL-02,BENCH-100,1898.84,5183.64,0.9178,97.98
2745,2025-03-10 08:11:00,SHOVEL-03,BENCH-100,1627.74,5661.49,0.6414,177.36
2746,2025-01-20 07:50:00,SHOVEL-01,BENCH-105,1331.03,5095.25,0.829,82.59
2747,2025-01-05 18:02:00,SHOVEL-03,BENCH-105,1838.93,5046.39,0.9219,121.53
2748,2025-03-23 17:35:00,SHOVEL-02,BENCH-110,1253.28,5013.94,0.8557,230.69
2749,2025-01-15 02:24:00,SHOVEL-02,BENCH-105,1219.94,5136.08,0.7657,237.68
2750,2025-02-06 21:21:00,SHOVEL-02,BENCH-105,1754.24,5996.02,0.4294,174.6
2751,2025-03-11 14:20:00,SHOVEL-03,BENCH-100,1087.73,5593.42,1.0684,180.91
2752,2025-02-24 09:10:00,SHOVEL-02,BENCH-100,1230.95,5843.16,0.7808,151.24
2753,2025-01-23 00:56:00,SHOVEL-03,BENCH-100,1457.57,5353.72,0.7964,111.71
2754,2025-02-02 14:29:00,SHOVEL-01,BENCH-110,1595.84,5001.1,0.3847,155.64
2755,2025-01-12 11:53:00,SHOVEL-01,BENCH-100,1713.69,5550.73,0.7819,110.76
2756,2025-02-25 22:10:00,SHOVEL-01,BENCH-110,1795.26,5725.56,0.9422,109.06
2757,2025-02-15 16:50:00,SHOVEL-01,BENCH-110,1572.85,5488.83,1.0301,80.73
2758,2025-02-16 18:06:00,SHOVEL-02,BENCH-100,1772.8,5503.13,1.0274,115.94
2759,2025-02-17 10:35:00,SHOVEL-03,BENCH-100,1730.33,5880.72,1.0263,176.73
2760,2025-03-01 22:30:00,SHOVEL-01,BENCH-110,1690.73,5381.72,0.4199,167.85
2761,2025-04-01 01:48:00,SHOVEL-02,BENCH-100,1478.75,5765.59,0.6106,198.89
2762,2025-01-28 02:35:00,SHOVEL-02,BENCH-110,1942.6,5508.52,0.9892,178.92
2763,2025-01-23 16:17:00,SHOVEL-02,BENCH-105,1866.23,5657.36,0.587,249.22
2764,2025-01-18 05:46:00,SHOVEL-02,BENCH-100,1001.22,5177.63,1.1307,116.34
2765,2025-02-07 17:08:00,SHOVEL-03,BENCH-100,1135.27,5945.51,0.7964,
2766,2025-01-12 08:17:00,SHOVEL-02,BENCH-105,1654.83,5731.14,1.1131,237.17
2767,2025-03-09 23:07:00,SHOVEL-01,BENCH-105,1973.94,5956.56,1.1957,178.14
2768,2025-04-01 06:44:00,SHOVEL-01,BENCH-110,1126.53,5627.3,1.01,82.22
2769,2025-01-05 20:13:00,SHOVEL-01,BENCH-105,1937.1,5695.88,0.5578,117.23
2770,2025-01-17 04:45:00,SHOVEL-02,BENCH-105,1359.18,5930.37,0.6181,198.23
2771,2025-01-14 07:23:00,SHOVEL-03,BENCH-100,1041.43,5776.85,1.4059,102.21
2772,2025-01-12 13:21:00,SHOVEL-01,BENCH-105,1253.47,5197.04,1.1402,195.97
2773,2025-01-08 11:45:00,SHOVEL-03,BENCH-100,1934.9,5439.97,0.625,158.13
2774,2025-02-20 18:06:00,SHOVEL-03,BENCH-110,1224.24,5767.91,1.3965,196.24
2775,2025-03-25 05:38:00,SHOVEL-01,BENCH-105,1682.64,5812.95,0.8333,246.31
2776,2025-01-10 15:19:00,SHOVEL-02,BENCH-110,1040.88,5944.89,0.6393,
2777,2025-03-09 06:07:00,SHOVEL-01,BENCH-105,1247.94,5965.36,0.8579,172.01
2778,2025-02-05 02:39:00,SHOVEL-02,BENCH-105,1162.2,5567.49,0.718,216.25
2779,2025-01-26 03:26:00,SHOVEL-02,BENCH-100,1501.09,5366.89,0.9528,174.72
2780,2025-02-17 13:53:00,SHOVEL-02,BENCH-105,1954.05,5877.01,0.9047,86.9
2781,2025-01-30 22:25:00,SHOVEL-01,BENCH-100,1570.33,5804.18,0.5865,141.55
2782,2025-01-08 09:37:00,SHOVEL-02,BENCH-105,1300.5,5036.18,0.7536,244.1
2783,2025-02-20 06:43:00,SHOVEL-02,BENCH-110,1770.21,5717.28,9.131,176.48
2784,2025-02-14 00:19:00,SHOVEL-03,BENCH-110,1376.93,5453.62,1.1773,102.01
2785,2025-01-22 12:08:00,SHOVEL-02,BENCH-100,1088.46,5968.66,0.8384,123.47
2786,2025-02-22 21:08:00,SHOVEL-03,BENCH-105,1940.84,5554.81,0.8067,134.5
2787,2025-03-28 04:06:00,SHOVEL-03,BENCH-110,1850.15,5636.23,0.734,242.34
2788,2025-03-10 23:31:00,SHOVEL-03,BENCH-110,1617.7,5739.91,0.4484,238.15
2789,2025-01-19 20:15:00,SHOVEL-03,BENCH-105,1907.44,5711.22,0.6984,191.86
2790,2025-03-15 21:24:00,SHOVEL-02,BENCH-100,1201.01,5338.84,0.5142,120.7
2791,2025-01-18 23:18:00,SHOVEL-02,BENCH-100,1888.96,5666.71,1.4069,141.99
2792,2025-01-31 07:15:00,SHOVEL-02,BENCH-100,1949.36,5034.73,1.2922,197.22
2793,2025-01-10 02:45:00,SHOVEL-02,BENCH-110,1529.0,5405.67,1.084,143.56
2794,2025-02-04 11:55:00,SHOVEL-02,BENCH-110,1390.4,5689.83,0.4698,194.77
2795,2025-03-05 10:50:00,SHOVEL-02,BENCH-105,1586.83,5894.91,1.2698,215.57
2796,2025-02-04 23:49:00,SHOVEL-03,BENCH-105,1946.99,5360.49,0.6914,120.79
2797,2025-02-17 18:30:00,SHOVEL-02,BENCH-105,1386.66,5728.13,0.6921,212.08
2798,2025-02-18 02:27:00,SHOVEL-01,BENCH-105,1126.47,5177.08,0.9918,128.54
2799,2025-01-03 17:44:00,SHOVEL-01,BENCH-110,1332.04,5838.77,0.9302,185.12
2800,2025-02-09 16:05:00,SHOVEL-02,BENCH-100,1760.42,5595.94,0.9151,134.93
2801,2025-02-17 18:24:00,SHOVEL-02,BENCH-105,1844.24,5181.72,0.7947,225.09
2802,2025-01-31 00:29:00,SHOVEL-02,BENCH-100,1239.6,5776.92,0.8742,180.05
2803,2025-01-16 08:11:00,SHOVEL-02,BENCH-100,1933.13,5285.92,0.9723,249.61
2804,2025-02-03 20:34:00,SHOVEL-03,BENCH-100,1247.81,5897.26,0.502,239.96
2805,2025-01-15 09:49:00,SHOVEL-02,BENCH-105,1213.49,5809.59,1.0777,156.98
2806,2025-02-22 07:42:00,SHOVEL-02,BENCH-100,1104.25,5907.46,1.1562,233.62
2807,2025-01-04 17:41:00,SHOVEL-03,BENCH-110,1121.98,5940.15,1.1171,219.73
2808,2025-01-22 04:59:00,SHOVEL-01,BENCH-100,1368.36,5548.98,0.518,95.7
2809,2025-03-13 08:20:00,SHOVEL-01,BENCH-100,1362.75,5969.46,0.7818,127.49
2810,2025-01-23 13:56:00,SHOVEL-03,BENCH-105,1259.76,5844.14,0.9353,190.58
2811,2025-03-28 15:03:00,SHOVEL-01,BENCH-105,1194.0,5964.87,0.6276,227.85
2812,2025-03-28 00:44:00,SHOVEL-03,BENCH-105,1796.63,5875.31,0.6531,219.46
2813,2025-01-29 14:29:00,SHOVEL-02,BENCH-100,1577.3,5400.31,1.2712,135.07
2814,2025-01-25 06:29:00,SHOVEL-01,BENCH-100,1278.66,5061.95,1.0082,220.66
2815,2025-03-22 22:22:00,SHOVEL-01,BENCH-105,1932.43,5062.88,0.6766,237.69
2816,2025-02-17 10:41:00,SHOVEL-03,BENCH-110,1984.08,5036.37,0.7341,236.53
2817,2025-03-03 21:11:00,SHOVEL-03,BENCH-100,1065.71,5186.31,0.9117,158.73
2818,2025-01-25 03:27:00,SHOVEL-01,BENCH-110,1301.12,5967.66,0.7109,197.69
2819,2025-01-16 06:48:00,SHOVEL-02,BENCH-110,1806.12,5694.13,1.2905,164.04
2820,2025-01-22 01:12:00,SHOVEL-01,BENCH-100,1378.08,5345.86,0.7836,200.56
2821,2025-03-08 12:11:00,SHOVEL-03,BENCH-100,1600.93,5186.49,1.0018,203.46
2822,2025-03-04 07:22:00,SHOVEL-01,BENCH-110,1373.53,5615.37,0.2505,220.63
2823,2025-03-26 21:13:00,SHOVEL-01,BENCH-100,1168.98,5639.94,0.9007,211.05
2824,2025-02-26 07:44:00,SHOVEL-03,BENCH-100,1893.62,5603.39,0.8236,109.63
2825,2025-02-06 11:54:00,SHOVEL-02,BENCH-110,1693.49,5894.4,1.287,221.37
2826,2025-02-15 07:08:00,SHOVEL-01,BENCH-105,1426.82,5507.28,0.8126,245.24
2827,2025-03-02 12:05:00,SHOVEL-01,BENCH-110,1976.12,5045.56,0.9075,111.86
2828,2025-03-19 15:50:00,SHOVEL-01,BENCH-110,1806.93,5829.76,0.5666,113.98
2829,2025-01-05 03:00:00,SHOVEL-02,BENCH-100,1155.97,5099.78,1.099,189.62
2830,2025-03-12 07:57:00,SHOVEL-03,BENCH-110,1560.22,5961.91,1.1409,200.03
2831,2025-03-05 21:50:00,SHOVEL-03,BENCH-105,1923.04,5762.04,0.7625,170.8
2832,2025-02-03 12:30:00,SHOVEL-01,BENCH-105,1442.62,5262.66,0.7336,104.68
2833,2025-01-28 22:09:00,SHOVEL-01,BENCH-100,1919.64,5508.36,0.6132,187.91
2834,2025-03-19 09:16:00,SHOVEL-01,BENCH-105,1560.21,5670.35,1.0808,205.9
2835,2025-01-20 22:52:00,SHOVEL-03,BENCH-110,1631.34,5184.13,0.5241,204.82
2836,2025-02-15 12:03:00,SHOVEL-02,BENCH-100,1821.05,5617.93,1.478,248.82
2837,2025-01-28 11:41:00,SHOVEL-01,BENCH-105,1242.24,5897.09,0.9157,214.36
2838,2025-03-03 07:04:00,SHOVEL-03,BENCH-100,1531.57,5271.56,0.5219,196.22
2839,2025-03-04 08:06:00,SHOVEL-01,BENCH-100,1485.57,5315.26,1.0025,225.65
2840,2025-02-09 03:41:00,SHOVEL-03,BENCH-105,1148.5,5888.48,0.9,92.2
2841,2025-02-19 05:25:00,SHOVEL-03,BENCH-100,1508.72,5286.82,0.5849,147.88
2842,2025-03-15 23:30:00,SHOVEL-03,BENCH-105,1386.12,5313.83,0.6021,127.06
2843,2025-03-02 01:23:00,SHOVEL-02,BENCH-105,1568.68,5799.28,0.5894,239.25
2844,2025-03-26 02:23:00,SHOVEL-01,BENCH-105,1977.35,5267.67,1.124,93.17
2845,2025-03-28 10:21:00,SHOVEL-02,BENCH-105,1016.91,5933.35,0.5195,95.53
2846,2025-02-18 18:13:00,SHOVEL-03,BENCH-105,1450.86,5496.65,0.7274,216.83
2847,2025-01-08 15:51:00,SHOVEL-01,BENCH-100,1018.16,5168.73,0.8491,245.99
2848,2025-03-27 00:04:00,SHOVEL-03,BENCH-110,1496.13,5135.96,1.3197,192.48
2849,2025-01-20 09:04:00,SHOVEL-01,BENCH-110,1243.65,5716.45,0.6904,234.01
2850,2025-03-21 12:29:00,SHOVEL-03,BENCH-110,1647.27,5405.98,0.8728,176.29
2851,2025-03-08 15:13:00,SHOVEL-01,BENCH-100,1426.36,5893.2,0.8263,119.33
2852,2025-03-19 05:08:00,SHOVEL-02,BENCH-110,1389.4,5764.64,0.8163,158.26
2853,2025-02-13 22:36:00,SHOVEL-03,BENCH-110,1621.64,5648.75,0.5973,151.46
2854,2025-01-31 20:59:00,SHOVEL-01,BENCH-110,1684.94,5900.11,1.1173,198.71
2855,2025-02-09 06:07:00,SHOVEL-03,BENCH-100,1629.97,5382.23,0.8085,132.49
2856,2025-01-04 16:43:00,SHOVEL-03,BENCH-110,1636.93,5181.69,0.7889,101.2
2857,2025-01-06 05:07:00,SHOVEL-03,BENCH-100,1351.97,5023.52,1.096,139.35
2858,2025-02-18 08:18:00,SHOVEL-03,BENCH-110,1456.09,5921.66,0.9146,161.59
2859,2025-01-07 00:08:00,SHOVEL-02,BENCH-110,1464.27,5306.17,0.9417,172.61
2860,2025-02-25 15:25:00,SHOVEL-02,BENCH-110,1447.83,5450.14,0.8366,132.62
2861,2025-01-12 13:52:00,SHOVEL-01,BENCH-105,1890.53,5426.63,0.8793,248.4
2862,2025-02-02 10:02:00,SHOVEL-01,BENCH-105,1244.26,5314.73,0.6099,117.5
2863,2025-01-26 01:37:00,SHOVEL-03,BENCH-105,1975.05,5565.05,0.6408,184.8
2864,2025-03-01 14:05:00,SHOVEL-01,BENCH-110,1565.43,5358.09,0.2795,176.78
2865,2025-02-18 07:20:00,SHOVEL-01,BENCH-100,1694.72,5593.56,0.8798,202.23
2866,2025-01-23 11:22:00,SHOVEL-01,BENCH-100,1529.02,5462.67,0.8172,194.65
2867,2025-02-24 09:15:00,SHOVEL-01,BENCH-105,1614.08,5916.17,1.0905,185.53
2868,2025-03-13 18:48:00,SHOVEL-02,BENCH-110,1393.47,5922.6,0.684,150.37
2869,2025-02-25 07:19:00,SHOVEL-02,BENCH-105,1874.66,5942.1,1.1078,129.67
2870,2025-01-29 09:45:00,SHOVEL-02,BENCH-100,1791.71,5305.35,0.7009,100.62
2871,2025-03-14 19:37:00,SHOVEL-01,BENCH-110,1242.46,5705.69,0.8552,225.81
2872,2025-02-05 18:28:00,SHOVEL-02,BENCH-100,1574.92,5269.64,0.7379,149.69
2873,2025-01-03 16:48:00,SHOVEL-03,BENCH-110,1699.61,5171.34,0.4371,118.17
2874,2025-03-17 10:32:00,SHOVEL-02,BENCH-100,1605.44,5477.03,0.7702,238.98
2875,2025-03-15 21:52:00,SHOVEL-03,BENCH-110,1770.54,5522.38,0.7674,225.88
2876,2025-02-04 03:15:00,SHOVEL-01,BENCH-100,1967.34,5997.71,0.74,209.24
2877,2025-02-27 04:03:00,SHOVEL-03,BENCH-100,1115.14,5478.74,1.0893,87.37
2878,2025-02-11 09:57:00,SHOVEL-03,BENCH-105,1192.72,5630.3,0.7177,213.34
2879,2025-02-17 10:30:00,SHOVEL-03,BENCH-100,1859.14,5125.66,0.9661,121.55
2880,2025-01-06 09:17:00,SHOVEL-03,BENCH-105,1848.26,5381.5,0.7886,90.9
2881,2025-03-20 07:36:00,SHOVEL-01,BENCH-100,1141.44,5737.3,0.8987,140.48
2882,2025-01-18 03:13:00,SHOVEL-03,BENCH-105,1333.32,5393.48,0.4923,140.56
2883,2025-04-01 19:25:00,SHOVEL-01,BENCH-105,1582.35,5628.0,0.8513,222.73
2884,2025-01-01 17:27:00,SHOVEL-01,BENCH-110,1609.48,5944.38,1.0002,124.39
2885,2025-02-16 17:19:00,SHOVEL-01,BENCH-105,1695.76,5396.55,0.7714,117.62
2886,2025-01-10 07:59:00,SHOVEL-03,BENCH-110,1370.99,5885.02,1.309,130.43
2887,2025-01-24 06:53:00,SHOVEL-02,BENCH-100,1932.79,5740.86,0.9575,85.69
2888,2025-02-01 06:19:00,SHOVEL-02,BENCH-105,1183.11,5406.58,0.8228,191.52
